symbol	kind	family	reference_source	firestaff_mapping	status	notes
F070_aajz_	F	Atari ST / PRIM ABI alias	ATARIST.H:51	src/nexus/nexus_v1_game.c:18	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0071_MOUSE_DropChampionIcon	F	MOUSE	BASE.C:879	src/nexus/nexus_v1_world.c:268	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0073_MOUSE_BuildPointerScreenArea	F	MOUSE	BASE.C:1013	src/nexus/nexus_v1_game.c:20	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0074_MOUSE_DrawPointerScreenArea	F	MOUSE	DEFS.H:6880	src/dm1/dm1_v1_input_poll_pc34_compat.c:331	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0075_MOUSE_Exception70Handler_IKBD_MIDI_MouseStatus	F	MOUSE	ATARIST.H:52	src/dm1/dm1_v1_input_poll_pc34_compat.c:332	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F075_xxxx_	F	Atari ST / PRIM ABI alias	ATARIST.H:52	src/dm1/dm1_v1_input_poll_pc34_compat.c:332	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0076_MOUSE_OnMouseButtonsStatusChange	F	MOUSE	ATARIST.H:53	src/dm1/dm1_v1_input_poll_pc34_compat.c:333	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F076_xxxx_	F	Atari ST / PRIM ABI alias	ATARIST.H:53	src/dm1/dm1_v1_input_poll_pc34_compat.c:333	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0077_MOUSE_EnableScreenUpdate_CPSE	F	MOUSE	ACTIDRAW.C:70	src/dm1/dm1_v1_chest_scroll_wheel_pull_from_chest_pc34_compat.c:30	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F077_aA39_	F	Atari ST / PRIM ABI alias	ATARIST.H:54	src/dm1/dm1_v1_chest_scroll_wheel_pull_from_chest_pc34_compat.c:30	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0078_MOUSE_DisableScreenUpdate	F	MOUSE	ACTIDRAW.C:198	src/nexus/nexus_v1_audio_receipt.c:37	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F078_xzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:55	src/nexus/nexus_v1_audio_receipt.c:37	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0079_CPSC_GetChecksumAdd	F	CPSC	ATARIST.H:56	src/dm2/dm2_v2_phase_gate.c:19	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F079_a002_	F	Atari ST / PRIM ABI alias	ATARIST.H:56	src/dm2/dm2_v2_phase_gate.c:19	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0082	F	C runtime / program startup	DEFS.H:6899	include/dm1_v2_field_projectile_vfx_pc34.h:9	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0083	F	C runtime / program startup	DEFS.H:6900	src/csb/csb_v1_monster_pc34_compat.c:203	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0084	F	C runtime / program startup	DEFS.H:6901	src/csb/csb_v1_monster_pc34_compat.c:203	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0085	F	C runtime / program startup	DEFS.H:6902	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F0086	F	C runtime / program startup	DEFS.H:6903	include/dm1_v2_field_projectile_vfx_pc34.h:10	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0086_strcat	F	strcat	CEDTINC1.C:136	include/dm1_v2_field_projectile_vfx_pc34.h:10	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0087_strcmp	F	strcmp	CEDT014.C:253	src/engine/m11_game_view.c:5556	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0088_strcpy	F	strcpy	CEDT001.C:95	src/nexus/nexus_v1_engine.c:75	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0089_strncpy	F	strncpy	DEFS.H:3085	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F0090_strlen	F	strlen	AMIGINIT.C:309	include/dm1_v2_hud_overlay_pc34.h:109	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0091_strchr	F	strchr	DEFS.H:3086	src/nexus/nexus_v1_audio_receipt.c:45	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0093_DUNGEONVIEW_ApplyCreatureReplacementColors	F	DUNGEONVIEW	DEFS.H:6940	src/dm1/dm1_v1_dungeon_square_structs_pc34_compat.c:31	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0094_DUNGEONVIEW_LoadFloorSet	F	DUNGEONVIEW	DUNVIEW.C:2029-2055	src/engine/m11_game_view.c; src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	M11 derives the active map pair exactly as floorSet * C002 + M644: C078 floor and C079 ceiling for set 0, then binds it to F0098's -1/-2 provider contract. No default floor-set selection is made when the current map or packaged GRAPHICS.DAT source is unavailable.
F094_mzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:57	src/dm1/dm1_v1_game_state_pc34_compat.c:19	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0095_DUNGEONVIEW_LoadWallSet	F	DUNGEONVIEW	ATARIST.H:58	src/csb/csb_v1_game.c:8	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F095_izzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:58	src/csb/csb_v1_game.c:8	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0096_DUNGEONVIEW_LoadCurrentMapGraphics_CPSDF	F	DUNGEONVIEW	DUNVIEW.C:2225-2706	src/engine/m11_game_view.c; src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	M11 requires an active DM1 map wall-set before materializing the PC3.4 M646 + wallSet * M647 GRAPHICS.DAT block for F0100/F0104/F0105 endpoints. A missing active map or source asset is no-draw; it never substitutes wall-set 0. Full F0096 creature/door/ornament cache population remains separately audited.
F096_qzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:59	src/dm2/dm2_v1_viewport_renderer.c:5619	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0097_DUNGEONVIEW_DrawViewport	F	DUNGEONVIEW	DRAWVIEW.C:827-893; DUNVIEW.C:8604-8615	src/dm1/dm1_v1_viewport_3d_pc34_compat.c; src/engine/m11_game_view.c	IMPLEMENTED_NARROW	PC3.4 F0097 source body: C007 mouse bounds, G2123 palette action/cache, and full G0296 224x136 transfer at (0,33). M11 stages its completed real F0128/turn-pan viewport through this boundary. VIDRV mouse calls and RGB6 palette bytes remain host-owned; unavailable surfaces are no-draw and no substitute palette/viewport is synthesized.
F097_lzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:60	src/ui/menu_startup_m12.c:7205	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0098_DUNGEONVIEW_DrawFloorAndCeiling	F	DUNGEONVIEW	DUNVIEW.C:2962-3002; STARTUP2.C:621-622	src/dm1/dm1_v1_viewport_3d_pc34_compat.c; src/engine/m11_game_view.c	IMPLEMENTED_NARROW	PC 3.4 consumes the F0674 provider pair as C079 224x39 ceiling plus C078 224x97 floor, filling the complete aperture; M11 binds its packaged GRAPHICS.DAT loader through the same -1/-2 contract using the active map F0094 floor-set pair. Source misses are no-draw and never synthetic zero-fill. Focused viewport CTest passes; the local-data M11 probe's F0128 parity invariant passes.
F098_rzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:61	src/dm2/dm2_v2_asset_pipeline.c:22	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0099_DUNGEONVIEW_CopyBitmapAndFlipHorizontal	F	DUNGEONVIEW	DEFS.H:6966	src/nexus/nexus_v1_audio_receipt.c:39	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0100_DUNGEONVIEW_DrawWallSetBitmap	F	DUNGEONVIEW	DUNVIEW.C:3048-3061; COORD.C:2390-2409; IMAGE3.C:866-889	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	Transparent C10 wall-set blit with the original frame/clip gate. Missing source pixels or viewport ownership is no-draw; focused viewport CTest covers the route.
F0101_DUNGEONVIEW_DrawWallSetBitmapWithoutTransparency	F	DUNGEONVIEW	DUNVIEW.C:3064-3078	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	Opaque center-wall blit with the same source frame and viewport ownership gate; focused viewport CTest covers the route.
F0102_DUNGEONVIEW_DrawDoorBitmap	F	DUNGEONVIEW	DUNVIEW.C:3082-3094	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	C10 door blit consumes only F0128-owned temporary bitmap storage; absent ownership is no-draw, never a substitute asset.
F0103_DUNGEONVIEW_DrawDoorFrameBitmapFlippedHorizontally	F	DUNGEONVIEW	DUNVIEW.C:3096-3108; 8318-8335	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	Horizontal flip uses only the F0128-owned G0074 temporary bitmap before C10 blit. Missing or undersized source scratch is a strict no-draw; focused CTest proves both rejection and exact flipped pixels.
F0104_DUNGEONVIEW_DrawFloorPitOrStairsBitmap	F	DUNGEONVIEW	DUNVIEW.C:3113-3156	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	Explicit native C10-transparent bitmap-to-viewport primitive. Caller retains original graphic selection and G0163 zone ownership; focused CTest verifies the transparent-pixel contract.
F0105_DUNGEONVIEW_DrawFloorPitOrStairsBitmapFlippedHorizontally	F	DUNGEONVIEW	DUNVIEW.C:3185-3247; F0099:3018-3045; F0128:8318-8335	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	Explicit F0099 row-local flip through F0128-owned G0074 temporary storage, then F0104. Missing or undersized scratch is strict no-draw; focused CTest verifies rejection, C10, and the flipped pixels.
F0106_DUNGEONVIEW_TestResetToStep1_CPSF	F	DUNGEONVIEW	ATARIST.H:62	include/firestaff/dm1/v1/dungeonview_test_reset_to_step1_cpsf_pc34_compat.h	IMPLEMENTED_NARROW	Source CPSF reset transition; focused CTest.
F106_rzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:62	F0106_DUNGEONVIEW_TestResetToStep1_CPSF	IMPLEMENTED_NARROW	ABI alias resolved through source-mapped F0106.
F0107_DUNGEONVIEW_IsDrawnWallOrnamentAnAlcove_CPSF	F	DUNGEONVIEW	DUNVIEW.C:3502-3938; DUNGEON.C F0173:2758-2762	src/engine/m11_game_view.c; src/dm1/dm1_v1_ornament_cache_owner_pc34_compat.c	IMPLEMENTED_NARROW	Live DM1 wall-ornament host consumer resolves every local ordinal only through the F0173-owned DUNGEON.DAT table. Missing/unread metadata or absent local index is no-draw; the former identity ornament path is closed.
F0108_DUNGEONVIEW_DrawFloorOrnament	F	DUNGEONVIEW	DUNVIEW.C:3940-4011	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	F0489-selected expanded GRAPHICS.DAT ornament pixels are blitted through the source G0206 zone with C10 transparency. Missing or undersized source media is strict no-draw; no host-colored ornament substitute remains. Focused CTest covers both outcomes.
F0109_DUNGEONVIEW_DrawDoorOrnament	F	DUNGEONVIEW	DUNVIEW.C:4013-4117; DUNGEON.C F0173:2758-2762	src/engine/m11_game_view.c; src/dm1/dm1_v1_door_ornament_render_pc34_compat.c; src/dm1/dm1_v1_ornament_cache_owner_pc34_compat.c	IMPLEMENTED_NARROW	Live door-ornament handoff now requires F0173 map-local DUNGEON.DAT ownership before the F0109/F0111 panel material route may resolve an original graphic. Missing metadata is no-draw, never an identity graphic.
F0110_DUNGEONVIEW_DrawDoorButton	F	DUNGEONVIEW	DUNVIEW.C:4119-4217	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	IMPLEMENTED_NARROW	Source-span C10-transparent button blit uses F0110 ordinal-to-G0208 view selection and rejects absent/undersized source spans; focused door-button CTest is registered.
F0111_DUNGEONVIEW_DrawDoor	F	DUNGEONVIEW	DUNVIEW.C:4218-4334; F0676:6272; F0677:6339	src/dm1/dm1_v1_viewport_3d_pc34_compat.c; src/engine/m11_game_view.c	IMPLEMENTED_NARROW	D3 F0676/F0677 C3700/C3710 route consumes only provider-expanded GRAPHICS.DAT G0693 or verified packed G0693 through F0128 G0074. Missing or malformed source is no-draw; the host color fallback is removed and focused viewport tests cover no-media plus both real-media handoffs.
F0112_DUNGEONVIEW_DrawCeilingPit	F	DUNGEONVIEW	DEFS.H:6983	src/dm2/dm2_v22_viewport_swap_pc34.c:506	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0113_DUNGEONVIEW_DrawField	F	DUNGEONVIEW	DUNVIEW.C:4382-4474; 6213-6219	src/engine/m11_game_view.c:m11_draw_dm1_field_zone	IMPLEMENTED_NARROW	Live DM1 F0113 consumes the authenticated C076 field plus required C070..C075 projection mask transactionally at the source plan's destination zone. Missing or malformed mask is no-draw; it cannot emit an unmasked host approximation. Covered by m11_dm1_field_asset_fail_closed.
F0114_DUNGEONVIEW_GetExplosionBitmap	F	DUNGEONVIEW	DUNVIEW.C:4476-4530; 5915-6137	src/engine/m11_game_view.c:m11_draw_explosion_sprite_bound_ex	IMPLEMENTED_NARROW	Live DM1 F0114 accepts only decoded loaded-pixel PC34 explosion material before its source-shaped scale plan; the distinct D0C M636 pattern receives the same gate. Missing media is no-draw rather than an invented bloom/pattern. Covered by m11_dm1_explosion_asset_fail_closed.
F0115_DUNGEONVIEW_DrawObjectsCreaturesProjectilesExplosions_CPSEF	F	DUNGEONVIEW	DUNVIEW.C:4476-4530; 4820-5075; 5201-5463; 5645-5900	src/engine/m11_game_view.c:m11_draw_creature_sprite_ex_material;m11_draw_projectile_sprite_ex;m11_draw_thrown_object_projectile_sprite;m11_draw_item_sprite_material;src/dm1/dm1_v1_creature_render_pc34_compat.c	IMPLEMENTED_NARROW	Live DM1 C584+ creature (G0221/G0222 palette), M613 projectile, F0142/G0209 thrown-object, and C2500 floor-object routes require decoded loaded-pixel PC34 surfaces before their source zone/scale/flip plan can draw. Blank C3200/G0224 creature anchors are source no-draw, never pane-relative fallback geometry. Missing material remains no-draw; no host sprite substitute is available. Covered by m11_dm1_f0115_material_asset_fail_closed and dm1_v1_creature_render_source_lock.
F0116_DUNGEONVIEW_DrawSquareD3L	F	DUNGEONVIEW	DEFS.H:6992	src/csb/csb_v1_viewport_d3l_d3r_sidewall_backdrops_pc34_compat.c:33	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0117_DUNGEONVIEW_DrawSquareD3R	F	DUNGEONVIEW	DEFS.H:6993	src/csb/csb_v1_viewport_d3l_d3r_sidewall_backdrops_pc34_compat.c:34	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0118_DUNGEONVIEW_DrawSquareD3C_CPSF	F	DUNGEONVIEW	DEFS.H:6994	src/csb/csb_v1_viewport_d3c_f0107_f0108_first_backdrop_pc34_compat.c:37	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0119_DUNGEONVIEW_DrawSquareD2L	F	DUNGEONVIEW	DEFS.H:6995	src/csb/csb_v1_viewport_d2l_d2r_f0107_ornament_pc34_compat.c:33	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0120_DUNGEONVIEW_DrawSquareD2R_CPSF	F	DUNGEONVIEW	DEFS.H:6996	src/nexus/nexus_v1_ui_surfaces.c:7	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0121_DUNGEONVIEW_DrawSquareD2C	F	DUNGEONVIEW	DEFS.H:6997	src/csb/csb_v1_viewport_d2l_d2r_f0107_ornament_pc34_compat.c:32	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0122_DUNGEONVIEW_DrawSquareD1L	F	DUNGEONVIEW	DEFS.H:6998	src/csb/csb_v1_viewport_d1l2_d1r2_wall_pc34_compat.c:36	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0123_DUNGEONVIEW_DrawSquareD1R	F	DUNGEONVIEW	DEFS.H:6999	src/csb/csb_v1_viewport_d1l2_d1r2_wall_pc34_compat.c:37	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0124_DUNGEONVIEW_DrawSquareD1C	F	DUNGEONVIEW	DEFS.H:7000	src/csb/csb_v1_viewport_d2c_f0111_door_pc34_compat.c:49	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0125_DUNGEONVIEW_DrawSquareD0L	F	DUNGEONVIEW	DEFS.H:7001	src/nexus/nexus_v1_ui_surfaces.c:7	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0126_DUNGEONVIEW_DrawSquareD0R	F	DUNGEONVIEW	DEFS.H:7002	src/csb/csb_v1_viewport_d0l_d0r_f0111_door_pc34_compat.c:28	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0127_DUNGEONVIEW_DrawSquareD0C	F	DUNGEONVIEW	DEFS.H:7003	src/csb/csb_v1_viewport_d3c_f0107_f0108_first_backdrop_pc34_compat.c:40	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0128_DUNGEONVIEW_Draw_CPSF	F	DUNGEONVIEW	ATARIST.H:63	src/csb/csb_v1_viewport_d2l2_d2r2_wall_pc34_compat.c:8	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
