symbol	family	source_file	source_line	semantic_role	semantic_domain	firestaff_mapping	firestaff_status	evidence
C008_SENSOR_WALL_SINGLE_PROJECTILE_LAUNCHER_EXPLOSION	constant	DEFS.H	1273	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1273 = 8 /* Triggered by event F0248_TIMELINE_ProcessEvent6_Square_Wall */; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C009_ACTION_STAB	constant	DEFS.H	1817	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1817 = 9; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C009_COMMAND_TOGGLE_INVENTORY_CHAMPION_2	constant	DEFS.H	246	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:246 = 9; 13 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C009_GRAPHIC_MENU_SPELL_AREA_BACKGROUND	constant	DEFS.H	2216	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2216 = 9 /* This graphic is drawn as the background of the spell area controls. The top line is always overwritten by the spell area controls. However the arrows in the top right corner can be seen very briefly when the spell area is drawn, for example when unfreezing the game: quickly press the 'Escape' key many times to try and see them. The full image can be seen on the screenshots on the back of the early box of Dungeon Master for Atari ST that show an early design of the game */; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C009_GRAPHIC_MENU_SPELL_AREA_LINES	constant	DEFS.H	2244	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2244 = 9; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C009_ICON_JUNK_WATERSKIN	constant	DEFS.H	1892	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1892 = 9; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C009_SENSOR_FLOOR_VERSION_CHECKER	constant	DEFS.H	1265	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1265 = 9 /* Triggered by party/thing F0276_SENSOR_ProcessThingAdditionOrRemoval */; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C009_SENSOR_WALL_DOUBLE_PROJECTILE_LAUNCHER_NEW_OBJECT	constant	DEFS.H	1274	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1274 = 9 /* Triggered by event F0248_TIMELINE_ProcessEvent6_Square_Wall */; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C009_ZONE_MOVEMENT_ARROWS	constant	DEFS.H	3753	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:3753 = 9; 5 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C010_ACTION_CLIMB_DOWN	constant	DEFS.H	1818	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1818 = 10; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C010_CLASS_BOW_AMMUNITION	constant	DEFS.H	1723	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1723 = 10; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C010_COMMAND_TOGGLE_INVENTORY_CHAMPION_3	constant	DEFS.H	247	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:247 = 10; 13 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C010_GRAPHIC_MENU_ACTION_AREA	constant	DEFS.H	2173	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2173 = 10; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C010_ICON_JUNK_JEWEL_SYMAL_UNEQUIPPED	constant	DEFS.H	1893	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1893 = 10; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C010_SECTOR_10	constant	ATARIST.H	450	classified unclassified constant	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	definition ATARIST.H:450 = 10; 3 source reference(s); source-only platform state; no Firestaff parity claim
C010_SENSOR_WALL_DOUBLE_PROJECTILE_LAUNCHER_EXPLOSION	constant	DEFS.H	1275	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1275 = 10 /* Triggered by event F0248_TIMELINE_ProcessEvent6_Square_Wall */; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C011_ACTION_FREEZE_LIFE	constant	DEFS.H	1819	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1819 = 11; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C011_CLASS_SLING_AMMUNITION	constant	DEFS.H	1724	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1724 = 11; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C011_COMMAND_CLOSE_INVENTORY	constant	DEFS.H	248	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:248 = 11; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C011_GRAPHIC_ENTRANCE_BUTTONS	constant	DEFS.H	2245	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2245 = 11; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C011_GRAPHIC_MENU_SPELL_AREA_LINES	constant	DEFS.H	2217	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2217 = 11 /* The first line in this graphic is never drawn on screen. The second and third lines are used to draw symbols over the background in graphic #9 */; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C011_ICON_JUNK_JEWEL_SYMAL_EQUIPPED	constant	DEFS.H	1894	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1894 = 11; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C011_SENSOR_WALL_ORNAMENT_CLICK_WITH_SPECIFIC_OBJECT_REMOVED_ROTATE_SENSORS	constant	DEFS.H	1276	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1276 = 11 /* Triggered by player click F0275_SENSOR_IsTriggeredByClickOnWall */; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C011_ZONE_ACTION_AREA	constant	DEFS.H	3754	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:3754 = 11; 7 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C012_ACTION_HIT	constant	DEFS.H	1820	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1820 = 12; 1 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C012_ACTION_NAME_MAXIMUM_LENGTH	constant	DEFS.H	2863	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2863 = 12; 4 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C012_CLASS_POISON_DART	constant	DEFS.H	1725	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1725 = 12; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C012_COMMAND_CLICK_IN_CHAMPION_0_STATUS_BOX	constant	DEFS.H	249	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:249 = 12; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C012_GRAPHIC_FONT	constant	DEFS.H	2218	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2218 = 12 /* This graphic is never used */; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C012_GRAPHIC_MAGIC_MAP_ICONS	constant	DEFS.H	2246	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2246 = 12; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C012_ICON_JUNK_ILLUMULET_UNEQUIPPED	constant	DEFS.H	1895	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1895 = 12; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C012_SENSOR_WALL_OBJECT_GENERATOR_ROTATE_SENSORS	constant	DEFS.H	1277	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1277 = 12 /* Triggered by player click F0275_SENSOR_IsTriggeredByClickOnWall */; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C013_ACTION_SWING	constant	DEFS.H	1821	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1821 = 13; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C013_COMMAND_CLICK_IN_CHAMPION_1_STATUS_BOX	constant	DEFS.H	250	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:250 = 13; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C013_GRAPHIC_MOVEMENT_ARROWS	constant	DEFS.H	2174	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2174 = 13; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C013_ICON_JUNK_ILLUMULET_EQUIPPED	constant	DEFS.H	1896	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1896 = 13; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C013_SENSOR_WALL_SINGLE_OBJECT_STORAGE_ROTATE_SENSORS	constant	DEFS.H	1278	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1278 = 13 /* Triggered by player click F0275_SENSOR_IsTriggeredByClickOnWall */; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C013_ZONE_SPELL_AREA	constant	DEFS.H	3755	classified spell-timeline constant	spell-timeline	src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:3755 = 13; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_spell_casting_pc34_compat.c
C014_ACTION_STAB	constant	DEFS.H	1822	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1822 = 14; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C014_COMMAND_CLICK_IN_CHAMPION_2_STATUS_BOX	constant	DEFS.H	251	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:251 = 14; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C014_GRAPHIC_DAMAGE_TO_CREATURE	constant	DEFS.H	2175	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2175 = 14; 7 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C014_ICON_WEAPON_FLAMITT_EMPTY	constant	DEFS.H	1897	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1897 = 14; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C014_OBJECT_NAME_MAXIMUM_LENGTH	constant	DEFS.H	2864	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2864 = 14; 5 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C014_PROJECTILE_ASPECT_COUNT	constant	DEFS.H	2437	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2437 = 14; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C014_SENSOR_WALL_SINGLE_PROJECTILE_LAUNCHER_SQUARE_OBJECT	constant	DEFS.H	1279	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1279 = 14 /* Triggered by event F0248_TIMELINE_ProcessEvent6_Square_Wall */; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C015_ACTION_THRUST	constant	DEFS.H	1823	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1823 = 15; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C015_COMMAND_CLICK_IN_CHAMPION_3_STATUS_BOX	constant	DEFS.H	252	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:252 = 15; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C015_GRAPHIC_DAMAGE_TO_CHAMPION_SMALL	constant	DEFS.H	2176	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2176 = 15; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C015_SENSOR_WALL_DOUBLE_PROJECTILE_LAUNCHER_SQUARE_OBJECT	constant	DEFS.H	1280	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1280 = 15 /* Triggered by event F0248_TIMELINE_ProcessEvent6_Square_Wall */; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C015_ZONE_MESSAGE_AREA	constant	DEFS.H	3756	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:3756 = 15; 8 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C016_ACTION_JAB	constant	DEFS.H	1824	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1824 = 16; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C016_BYTE_WIDTH	constant	DEFS.H	2471	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2471 = 16; 38 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C016_CLASS_FIRST_BOW	constant	DEFS.H	1726	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1726 = 16 /* Class 16 to 111: SHOOT weapons */; 6 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
